序号,名称,播放,弹幕数,收藏,硬币,是否完结,评分(默认0分),评分人数(人数不足为0人)
1074,肯普法,3276150,232155,117840,3221,1,8.7,346
1078,白色相簿,2950561,371289,160227,3371,1,9.1,427
1080,东京地震8.0,665547,109651,60751,1696,1,9.6,368
1081,猫愿三角恋,1124115,112063,45409,1548,1,9.3,217
1083,公主恋人！,3361158,314600,158640,3769,1,8.3,223
1089,钢之炼金术师 FULLMETAL ALCHEMIST,5367357,664952,166960,21810,1,9.8,14021
1090,钢之炼金术师 叹息之丘的圣星,450394,96725,15292,3600,1,8.9,254
1091,加奈日记,193745,28961,23104,703,1,9.4,103
1092,钢壳都市雷吉欧斯,2728950,203252,80847,2701,1,8.5,214
1093,明日的与一,545757,107681,20522,698,1,6.0,146
1096,圣母在上,905192,51282,39601,1271,1,9.6,203
1097,空罐少女,644762,88636,32147,675,1,8.6,106
1099,毒蛇信条,79031,10562,2049,37,1,0.0,0
1100,迷宫塔 ～乌鲁克之盾～,251098,20749,14800,244,1,0.0,0
1101,迷宫塔 ～乌鲁克之剑～,128130,5806,8858,147,1,0.0,0
1102,黑神,315681,49262,11047,271,1,0.0,0
1106,脆莓公园 第一季,2192548,90131,20702,1125,1,9.4,182
1112,秀逗魔导士 第一季,79348,42559,1415,136,1,0.0,0
1113,秀逗魔导士 第二季,38780,9831,1534,44,1,0.0,0
1114,秀逗魔导士 第三季,235253,8081,21018,204,1,0.0,0
1115,秀逗魔导士 第四季 上,129364,7406,8222,82,1,0.0,0
1116,秀逗魔导士 第四季 下,104128,7489,6217,77,1,0.0,0
1117,仰望天空的少女瞳中的世界,98313,22350,4347,78,1,0.0,0
1118,源氏物语千年纪 Genji,711583,93196,34073,625,1,0.0,0
1121,科拉蒂每日的笑话,19296,2534,493,11,1,0.0,0
1122,胡子小鸡,354496,23961,10238,363,1,0.0,0
1123,阿拉德战记,1070868,60766,85867,1423,1,9.4,301
1124,BASQUASH!,108879,3000,6653,96,1,0.0,0
1126,魔神Z 真魔神 冲击！Z篇,136926,4621,7349,103,1,0.0,0
1127,战场上的女武神,565310,52984,39434,662,1,8.8,124
1128,神曲奏界POLYPHONICA 第一季,519744,83748,10584,274,1,0.0,0
1129,神曲奏界Polyphonica crimson S,288557,39539,11415,263,1,0.0,0
1130,游魂 -Kiss on my Deity-,721369,108953,37989,890,1,9.1,131
1131,豹头王传说,86184,12261,5524,109,1,0.0,0
1132,幸运四叶草,546008,14340,42815,844,1,9.6,126
1133,天国少女,448891,42549,35947,437,1,0.0,0
1135,夏之岚,199552,37503,8509,279,1,0.0,0
1136,夏之岚！ ～春夏冬中～,71716,10363,4830,134,1,0.0,0
1139,07-GHOST,1237838,130175,64494,1353,1,9.5,228
1140,苍天航路,122130,8871,9244,138,1,0.0,0
1141,天堂餐馆,356034,57293,16311,656,1,9.5,106
1142,初恋限定。,691195,103585,41396,835,1,9.1,109
1143,川之光,35621,11607,1399,45,1,0.0,0
1144,海物语,316533,88246,12559,292,1,0.0,0
1146,青之花,117468,25608,1559,180,1,0.0,0
1147,NEEDLESS,206171,16853,9822,165,1,0.0,0
1148,大正野球娘,53785,7887,5420,90,1,0.0,0
1153,GA 艺术科美术设计班,211184,46311,6714,200,1,0.0,0
1155,战斗司书,548296,67186,9659,325,1,0.0,0
1159,天体战士,264925,7327,15488,388,1,0.0,0
1160,天体战士 第2期,170000,2933,11290,225,1,0.0,0
1164,小鸠,256352,126652,17784,740,1,9.6,251
1166,轻声密语,327372,32081,51016,1026,1,9.7,168
1169,空中秋千,81872,11641,7636,212,1,0.0,0
1171,冬季恋歌,98679,16552,1858,40,1,0.0,0
1174,轻音少女 小剧场,811277,164217,8520,408,1,9.7,366
1177,CLANNAD,4041339,975967,307769,14083,1,9.7,7092
1178,CLANNAD ～AFTER STORY～,6133183,374063,561286,38796,1,9.8,9269
1179,CLANNAD 剧场版,937481,125736,45665,1174,1,6.1,454
1180,CLANNAD ～AFTER STORY～另一个世界 杏篇,169513,112600,12489,320,1,9.4,350
1181,悠久之翼,1120946,221376,71951,2284,1,9.6,705
1182,悠久之翼2,539153,72296,39275,2438,1,9.7,575
1185,神薙,1271690,137284,92638,2180,1,9.1,277
1187,超时空要塞 Macross,661152,50822,50801,591,1,9.7,102
1188,超时空要塞 7,435631,21508,50630,414,1,0.0,0
1189,超时空要塞 Frontier,1722434,117494,76157,1748,1,9.5,630
1192,机动战士敢达00,1345448,112661,45813,2239,1,9.5,681
1193,机动战士敢达00 第二季,1364741,57001,53233,1605,1,9.6,579
1195,染红的街道,1213465,189228,76659,2250,1,8.6,219
1196,图书馆战争,584886,90817,23817,755,1,0.0,0
1197,红 Kurenai,1004113,118865,32205,1177,1,8.5,139
1201,食灵-零-,132707,145236,5056,346,1,9.2,466
1204,H2O 赤砂的印记,388760,66572,14290,976,1,9.2,134
1205,超智游戏,1081661,35741,49392,1523,1,9.6,212
1206,亡念之扎姆德,286299,67695,13880,814,1,9.3,246
1210,深渊传说,681748,72350,21253,873,1,0.0,0
1211,吸血鬼骑士,2238044,180520,170978,2394,1,9.1,225
1213,混沌之脑,656381,85791,145785,909,1,7.1,158
1218,今天的5年2班,0,55677,0,0,1,9.7,355
1219,再造人卡辛,165583,15120,9272,308,1,0.0,0
1220,伯爵与妖精,1211767,181703,56519,821,1,9.0,131
1221,武装机甲,549308,47545,22871,291,1,0.0,0
1222,钢铁新娘,184587,23002,7487,139,1,0.0,0
1223,白虎,101282,14630,6419,164,1,0.0,0
1224,北斗神拳,1698315,47289,94936,1212,1,9.7,242
1225,北斗神拳2,331886,8926,18133,232,1,0.0,0
1226,北斗神拳拉欧外传-天之霸王,137076,5859,7718,61,1,0.0,0
1228,黑塚,229149,36537,12307,248,1,0.0,0
1229,野良耳,32244,2684,657,8,1,0.0,0
1230,无限之住人,132583,20655,4344,96,1,0.0,0
1231,药师寺凉子的怪奇事件簿,418352,39114,18491,454,1,0.0,0
1232,西洋古董洋果子店,257805,41020,13921,311,1,0.0,0
1233,毁灭世界的六人,239438,73541,6694,309,1,0.0,0
1234,魔法使的注意事项,136230,32826,4559,137,1,0.0,0
1235,魔法使的注意事项 夏季的天空,64900,13223,1593,78,1,0.0,0
1236,电波少女,81416,18321,1770,77,1,0.0,0
1237,电波少女 第二部,21007,3723,452,14,1,0.0,0
1238,海马,232886,41135,12662,651,1,9.6,281
1239,×××HOLiC,3447346,284307,256181,7228,1,9.7,910
1240,艾莉森与莉莉亚,101613,8799,2538,147,1,0.0,0
1245,S.A特优生,1146433,143756,68292,1021,1,8.9,149
1246,二十面相少女,202412,30594,13105,316,1,0.0,0
1247,我家有个狐仙大人,1589357,187180,59613,1729,1,9.4,177
1248,RD潜脑调查室,104385,6696,3724,101,1,0.0,0
1249,雨月,91269,12995,5077,92,1,0.0,0
1250,苍色骑士,444658,61011,18418,385,1,0.0,0
1251,骷髅13,353152,12639,23314,275,1,0.0,0
1254,假面女仆卫士,130476,12701,5181,158,1,0.0,0
1255,幻影少年,779738,63503,65971,512,1,0.0,0
1257,水晶之焰,31031,5448,1140,21,1,0.0,0
1258,偶像宣言,642439,43303,30555,353,1,0.0,0
1259,偶像宣言 第二季,427553,18355,12020,155,1,0.0,0
1260,星之海的爱玛丽,17873,4866,705,24,1,0.0,0
1262,死后文,268931,100750,18342,876,1,9.3,362
1263,你是主人我是仆,1235142,153028,38965,1279,1,8.8,119
1264,神枪少女,60471,39644,2501,177,1,0.0,0
1265,神枪少女 -IL TEATRINO-,19562,9179,1017,48,1,0.0,0
1266,破天荒游戏,116155,16418,5276,112,1,0.0,0
1267,威尔贝鲁物语 ～威尔贝鲁的姐妹～ 第一幕,56970,5637,2167,39,1,0.0,0
1268,BUS GAMER,61614,11323,2334,32,1,0.0,0
1269,全力兔子,21937,4381,569,17,1,0.0,0
1270,濑户的花嫁,6055442,431854,346204,11803,1,9.7,1228
1271,精灵守护者,515234,42558,34000,1272,1,9.6,144
1272,奔向地球,140981,8945,11016,271,1,0.0,0
1274,英雄时代,1334174,89487,59991,2596,1,9.7,474
1275,魔女猎人,682578,73487,49677,1700,1,9.7,173
1276,大江户火箭,19394,2219,777,20,1,0.0,0
1277,机神大战巨型方程式,56299,7085,1221,33,1,0.0,0
1278,偶像大师 XENOGLOSSIA,103036,10902,6224,81,1,0.0,0
1279,青空下的约定,241885,48459,3695,182,1,0.0,0
1281,蓝龙,81961,8324,2811,80,1,0.0,0
1287,星界死者之书,150165,18407,4714,117,1,0.0,0
1289,钢铁神吉克,58778,5508,1292,17,1,0.0,0
1290,爆裂天使,202761,30689,9096,131,1,0.0,0
1291,爆裂天使-INFINITY-,23896,3405,431,17,1,0.0,0
1292,天元突破 红莲螺岩 剧场版,924545,105038,36950,3182,1,9.7,589
1293,幸运星,4543059,249199,332954,8919,1,9.7,1539
1294,电脑线圈,457498,59427,26141,1172,1,9.5,224
1295,地球防卫少年,785653,62964,67221,1200,1,9.0,197
1299,彩云国物语,755556,95388,44871,1420,1,9.4,176
1300,彩云国物语 第二季,253077,26035,15646,358,1,0.0,0
1302,SOLA,631159,260092,30795,1539,1,9.3,479
1304,蓝兰岛漂流记,1692326,116132,81733,2384,1,9.5,225
1306,怪物王女,762113,80290,22986,519,1,0.0,0
1307,光明之泪×风,961315,86794,16875,335,1,0.0,0
1308,小女神花铃,316128,48660,28111,249,1,0.0,0
1309,钢铁三国志,137461,8204,19773,83,1,0.0,0
1310,桃华月惮,245073,31837,13337,210,1,0.0,0
1312,银河铁道物语,46111,5196,1678,43,1,0.0,0
1314,悲惨世界 少女珂赛特,76124,12238,10437,268,1,0.0,0
1315,校园乌托邦 学美向前冲！,80915,14581,7583,226,1,0.0,0
1316,火箭女孩,20917,2946,1308,21,1,0.0,0
1318,东京魔人学园剑风帖 龙龙,217674,30740,8337,143,1,0.0,0
1319,东京魔人学园剑风帖 龙龙 第二幕,66349,7194,2137,36,1,0.0,0
1321,神圣十月,142194,29780,1307,47,1,0.0,0
1322,月面兔兵器米娜,37009,5830,1788,34,1,0.0,0
1323,新勇者莱汀,176557,19360,4649,126,1,0.0,0
1324,VENUS VERSUS VIRUS 除魔维纳斯,75941,20178,3141,41,1,0.0,0
1325,向日葵！ 第一季,78345,13304,1646,44,1,0.0,0
1326,向日葵！ 第二季,27999,5245,451,15,1,0.0,0
1328,FLAG,79000,16324,1334,50,1,0.0,0
1329,神灵狩,121629,27749,11051,173,1,0.0,0
1330,紫音之王,169546,13289,4439,144,1,0.0,0
1331,魔人侦探食脑奈罗,452509,27455,28020,483,1,9.4,106
1332,出租魔法使,1384567,169886,31871,1296,1,0.0,0
1333,龙鸣,160087,24301,7923,126,1,0.0,0
1335,BLUE DROP 天使们的戏曲,133601,16447,16141,217,1,0.0,0
1336,竹刀少女,490407,49428,25142,680,1,0.0,0
1338,MYSELF;YOURSELF,241118,60362,15584,552,1,9.3,136
1340,逮捕令 第一季,469816,30904,39977,511,1,0.0,0
1341,逮捕令 第二季,111624,7549,8326,114,1,0.0,0
1342,逮捕令 全速前进,132526,10807,9397,116,1,0.0,0
1343,逮捕令 OVA,33836,6297,527,33,1,0.0,0
1344,素描簿,272734,27993,17552,475,1,0.0,0
1345,请别忧伤了二之宫君,1657703,173801,97179,2428,1,8.2,124
1346,暗夜魔法使,275648,32532,6159,135,1,0.0,0
1347,魂兽,191412,20579,5464,103,1,0.0,0
1348,MAPLESTORY,50431,2277,1980,23,1,0.0,0
1349,物怪,109097,18837,4427,147,1,0.0,0
1356,萌单,147928,24059,11960,175,1,0.0,0
1358,铁子之旅,9291,898,214,7,1,0.0,0
1359,永生之酒,845232,365601,34738,2405,1,9.6,1733
1366,天翔少女,152076,12260,9176,122,1,0.0,0
1371,僵尸借贷,297679,57841,23234,361,1,0.0,0
1373,零秒出手,155888,6821,3874,45,1,0.0,0
1374,KANON/雪之少女,215016,56885,8454,198,1,8.8,106
1375,KANON/雪之少女,946072,109608,97723,2721,1,9.5,465
1377,少女爱上姐姐 ,524007,100042,26370,1274,1,9.5,167
1378,少女爱上姐姐 ～2人的Elder～,161866,18582,0,102,1,0.0,0
1379,黑礁,1775439,157941,55090,3246,1,9.6,414
1380,黑礁 第二季,251407,38628,17266,199,1,9.5,210
1381,黑礁 第三季 Roberta’s Blood Trail,0,33527,0,0,1,9.6,120
1382,NANA,2191290,198092,105423,4423,1,9.7,849
1383,我们的存在,929706,92664,67475,827,1,9.4,107
1388,传颂之物,293866,125077,20771,1000,1,9.6,436
1389,惊爆草莓,246322,76301,28603,594,1,9.3,224
1390,魔界战记 迪斯凯亚,105678,9635,4668,110,1,0.0,0
1391,仰望半月的夜空,216003,33443,6187,619,1,9.1,107
1393,复苏的天空 -救援之翼-,45132,7072,2096,75,1,0.0,0
1394,备长炭,185531,16126,9959,1042,1,9.7,144
1395,死神的歌谣,255781,43922,5626,136,1,0.0,0
1396,怪 〜AYAKASHI〜,723140,114171,61261,1107,1,9.7,305
1397,甜蜜声优,64820,11122,2910,106,1,0.0,0
1398,女生爱女生,399330,33145,38502,597,1,0.0,0
1399,阴守忍者,154332,17718,5463,119,1,0.0,0
1400,落语天女,70614,9399,2057,46,1,0.0,0
1401,键姬物语 永久爱丽丝轮舞曲,148133,29205,2175,65,1,0.0,0
1402,柠檬天使计划,49909,7483,893,25,1,0.0,0
1405,结界师,1227828,53314,65880,1629,1,9.5,170
1406,奇幻贵公子,386275,107946,27859,621,1,9.3,312
1407,樱兰高校男公关部,4543128,360163,262367,7839,1,9.7,1183
1408,武装炼金,300708,31044,14572,231,1,0.0,0
1409,南瓜剪刀,94590,8361,6660,123,1,0.0,0
1410,心跳回忆 ONLY LOVE,636689,63192,42640,1178,1,0.0,0
1412,工作狂人,171826,20306,4387,175,1,0.0,0
1414,后天的方向,49513,12648,3660,78,1,0.0,0
1416,赐予护女神的祝福,160150,22314,4405,156,1,0.0,0
1417,天保异闻妖奇士,78057,11466,2806,62,1,0.0,0
1420,魔法先生捏吉！,1201162,122939,58278,1286,1,9.0,160
1421,魔法老师涅吉!?,340857,30284,8963,276,1,0.0,0
1422,调酒师,105522,59522,3104,257,1,9.6,117
1423,永不消失的彩虹,315047,49311,8922,334,1,0.0,0
1424,夜明前的琉璃色,386306,72346,15123,474,1,8.8,100
1425,不公正抽签,100202,15811,4603,81,1,0.0,0
1426,Happiness!,168485,32079,5951,211,1,0.0,0
1427,月桂树的王子们,219451,34685,4776,47,1,0.0,0
1428,苍天之拳,153122,9081,5465,103,1,0.0,0
1429,甜蜜偶像,137704,17535,2744,78,1,0.0,0
1430,银色的奥林西斯,91126,10304,1180,17,1,0.0,0
1431,流星之洛克人 Tribe,61706,3274,1130,40,1,0.0,0
1432,东京暴走族,227159,5846,3027,39,1,0.0,0
1433,兽爪,198606,22965,14305,342,1,9.2,126
1434,贫穷姐妹物语,389771,53941,9162,314,1,0.0,0
1435,童话枪手小红帽,31008,4114,1338,57,1,0.0,0
1436,黑血兄弟,113619,13518,3878,127,1,0.0,0
1437,无罪的维纳斯,181265,28885,5274,126,1,0.0,0
1441,娇蛮之吻,306998,42370,6696,168,1,0.0,0
1442,恋之魔法波波糖,80877,10486,1591,38,1,0.0,0
1443,太阳默示录,24384,2762,940,4,1,0.0,0
1444,莉莉和青蛙和弟弟,18745,5937,442,12,1,0.0,0
1445,ZEGAPAIN,131751,20212,4486,191,1,0.0,0
1446,校园迷糊大王,398259,86431,25528,1017,1,9.7,479
1447,魔女之刃,312982,39947,11203,300,1,0.0,0
1448,我的女神,734997,62789,43069,1365,1,9.6,209
1449,我的女神 缤纷之翼,306093,19022,20069,497,1,0.0,0
1450,我的女神 小不隆咚便利多多,43919,6612,1263,66,1,0.0,0
1451,我的女神 OVA,101104,9637,3756,202,1,0.0,0
1452,妖逆门,50395,5169,451,10,1,0.0,0
1454,神样家族,72941,12829,4346,92,1,0.0,0
1460,兽王星,246590,32111,16787,272,1,0.0,0
1461,西蒙 SIMOUN,109652,22189,12324,177,1,0.0,0
1463,翼·年代记,1912920,245628,163615,2414,1,9.6,477
1464,翼·年代记 第二部,776520,56416,80926,865,1,9.4,143
1465,公主公主,714093,92172,43294,870,1,9.5,157
1466,学园天堂,998538,73729,66766,479,1,0.0,0
1467,飞轮少年,328912,19237,11463,247,1,0.0,0
1469,玻璃舰队,42055,4589,570,26,1,0.0,0
1470,暗夜第六感,187456,33078,17184,146,1,0.0,0
1472,苍之瞳的少女,128433,17763,5638,171,1,0.0,0
1473,机神咆吼,284237,41127,4886,139,1,0.0,0
1474,魂链,114428,21749,1816,70,1,0.0,0
1475,梦使,44910,13968,1532,39,1,0.0,0
1476,不可思议星球的双胞胎公主,739127,52256,76928,617,1,0.0,0
1478,格斗美神·武龙,25402,2344,338,7,1,0.0,0
1479,声优白皮书,17579,3911,316,18,1,0.0,0
1480,小心啊公主,49532,4936,1274,23,1,0.0,0
1481,洛克人EXE 粤语版,78189,5136,542,34,1,0.0,0
1482,怪医美女RAY,119125,13387,4263,51,1,0.0,0
1483,女子高中生,0,28639,0,0,1,0.0,0
1484,女子高中生  特典,26896,2541,385,24,1,0.0,0
1488,圣剑使的禁咒咏唱,15414420,423534,1007285,6144,1,6.1,714
1489,Falcom学园,1620406,19463,16438,642,1,0.0,0
1490,大家集合！Falcom学园 2期,1339806,13445,11025,651,1,0.0,0
1491,纯洁的玛利亚,5309342,81920,161883,3469,1,8.9,152
1492,夜之小双侠,798445,9974,47959,419,1,0.0,0
1494,战国无双SP 真田之章,18802,8028,587,31,1,0.0,0
1505,无头骑士异闻录×2 承,12799388,339073,623181,16061,1,9.3,479
1509,偶像大师 灰姑娘女孩,4250988,190494,181763,5416,1,9.4,268
1511,铳皇无尽的法夫纳,7168374,353142,322533,4134,1,7.0,385
1512,路人女主的养成方法,46413912,1559286,1659248,72312,1,9.2,4239
1515,军人少女,2710070,49301,20417,763,1,0.0,0
1519,血型君2,6632037,101138,114680,880,1,9.4,102
1520,美男高校地球防卫部LOVE！,3323785,112248,363085,1807,1,8.9,147
1523,元气少女缘结神◎,13413013,786213,591690,7278,1,9.5,720
1524,绝对双刃,15440610,642110,641477,10053,1,6.6,704
1527,ISUCA,2884495,133699,112935,836,1,5.7,210
1528,动画心疗系,2660275,53846,40556,812,1,0.0,0
1530,关于完全听不懂老公在说什么的事 第一季,31774212,457164,228483,18875,1,9.3,667
1535,魔法少女奈叶,338471,117861,22943,539,1,9.7,371
1536,魔法少女奈叶A's,352913,53293,26574,457,1,9.6,204
1537,魔法少女奈叶StrikerS,1234612,58501,85314,1593,1,9.7,258
1538,魔法少女奈叶ViVid,3266655,65784,110818,5483,1,8.7,117
1539,我的青春恋爱物语果然有问题。,12254585,1177360,876987,35300,1,9.6,4777
1540,我的青春恋爱物语果然有问题。 续,34224519,760475,1373311,115194,1,9.7,4941
1547,吹响吧！上低音号,10591045,332808,411922,27190,1,9.6,1557
1548,御神乐学园组曲,4162740,109746,182912,2557,1,8.3,133
1550,雨色可可,3104028,76635,32196,481,1,0.0,0
1551,亚尔斯兰战记,18293218,312897,752320,17753,1,8.8,306
1552,可塑性记忆,23736809,1162097,1289704,78137,1,9.4,2826
1553,幻界战线,28325024,951936,633156,47966,1,9.5,3810
1555,终结的炽天使,26397764,791911,1308817,21281,1,7.8,1112
1557,吸血鬼福尔摩斯,1904832,80958,23328,233,1,0.0,0
1558,长门有希酱的消失,5693235,162275,281708,9765,1,8.9,296
1559,食戟之灵,94499940,1334703,3281869,178384,1,9.2,1688
1560,灵感！,1613555,68746,81401,2157,1,9.6,233
1561,歌之☆王子殿下 真爱1000%,2767199,148226,245220,1325,1,9.6,149
1562,歌之☆王子殿下 真爱2000%,1355468,81037,132350,1018,1,0.0,0
1563,歌之☆王子殿下 真爱REVOLUTIONS,3720867,112680,266783,2587,1,9.6,121
1564,攻壳机动队 STAND ALONE COMPLEX,3140281,293684,88206,4672,1,9.7,926
1565,攻壳机动队 S.A.C. 2nd GIG,953129,86868,8365,1684,1,9.7,473
1566,攻壳机动队 S.A.C. SSS 3D,48802,52336,2313,53,1,0.0,0
1567,攻壳机动队2 无罪,374680,63059,6102,1121,1,9.7,219
1568,攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,1658694,66515,20968,1412,1,0.0,0
1569,怪盗JOKER 第一季,1408707,33647,87821,1229,1,0.0,0
1570,怪盗JOKER 第二季,956056,21371,71728,1026,1,0.0,0
1571,黏黏糊糊！！角质君,1294724,15544,16363,477,1,0.0,0
1572,黏黏糊糊!!角质君 第2期,250736,6195,3230,113,1,0.0,0
1574,伪恋：,16504369,578904,635249,19675,1,9.1,1136
1575,伪恋 OAD,3853836,222390,150333,7095,1,9.3,156
1576,希德尼娅的骑士 第一季,3067982,168882,71562,3018,1,9.5,472
1577,希德尼娅的骑士 第二季,4890182,120816,129607,10473,1,9.6,501
1578,摸索吧！部活剧,135084,25314,2931,202,1,0.0,0
1579,摸索吧！部活剧 再来一个,41749,13430,1733,82,1,0.0,0
1580,摸索吧！部活剧 第三季,410432,15374,18620,1659,1,0.0,0
1586,Fate/stay night [Unlimited Blade Works] 第一季,80133655,2014811,3882762,126300,1,9.0,4582
1587,Fate/stay night [Unlimited Blade Works] 第二季,63114911,1167485,1883647,106459,1,9.1,3438
1588,罪恶王冠,20550525,1464847,1849895,57260,1,8.2,5059
1589,罪恶王冠 SP,3350154,192361,9964,744,1,8.8,136
1590,战国BASARA,229580,49595,7957,203,1,0.0,0
1591,战国BASARA 贰,279814,21621,23430,167,1,0.0,0
1592,战国BASARA Judge End,824805,22078,113850,199,1,0.0,0
1593,搞笑漫画日和,3150690,230308,36170,2410,1,9.3,310
1594,搞笑漫画日和2,1326210,65814,15156,985,1,0.0,0
1595,搞笑漫画日和3,1033886,60374,13926,867,1,0.0,0
1596,搞笑漫画日和＋,1131061,77844,10363,812,1,9.5,133
1597,浦和小调,315092,46739,5256,231,1,0.0,0
1598,来自新世界,3202412,366741,258343,8008,1,9.6,1969
1600,灼眼的夏娜,5779607,647093,654679,11313,1,9.1,912
1602,灼眼的夏娜II -Second-,2702879,207408,411127,6886,1,8.5,349
1603,灼眼的夏娜III -Final-,2735163,212329,300556,7591,1,9.1,536
1605,灼眼的夏娜S,595556,102031,41476,1366,1,0.0,0
1607,灼眼的夏娜 OVA 恋爱与温泉的校外学习！,373400,97860,25883,555,1,0.0,0
1609,灼眼的夏娜 剧场版,413053,120068,12183,710,1,0.0,0
1613,天地无用!,600108,49320,23271,360,1,0.0,0
1614,新・天地无用!,179749,24765,7734,80,1,0.0,0
1615,魔法少女砂沙美,81590,22516,892,32,1,0.0,0
1616,天地无用! GXP,213831,22138,12671,138,1,0.0,0
1617,爱·天地无用！,4280459,75887,16765,729,1,0.0,0
